"CODE","NAME","DATE","mean","median","sd","min","max"
412080,"Quatro Barras","2016-10-31",0.7865,0.872,0.171,0.124,0.96
412085,"Quatro Pontes","2016-10-31",0.5829,0.576,0.0795,0.396,0.812
412090,"Quedas do Iguaçu","2016-10-31",0.7016,0.708,0.1607,0,1
412100,"Querência do Norte","2016-10-31",0.537,0.52,0.1495,0,1
412110,"Quinta do Sol","2016-10-31",0.4601,0.444,0.1278,0.176,0.932
412120,"Quitandinha","2016-10-31",0.6424,0.616,0.1278,0.348,0.98
412125,"Ramilândia","2016-10-31",0.7287,0.74,0.1322,0.212,0.996
412130,"Rancho Alegre","2016-10-31",0.2382,0.212,0.1106,0.048,0.66
412135,"Rancho Alegre D'Oeste","2016-10-31",0.4484,0.44,0.0952,0.208,0.964
412140,"Realeza","2016-10-31",0.5926,0.588,0.1324,0.216,0.948
412150,"Rebouças","2016-10-31",0.5789,0.556,0.1346,0.284,0.96
412160,"Renascença","2016-10-31",0.5593,0.552,0.1143,0.24,0.94
412170,"Reserva","2016-10-31",0.7499,0.752,0.1561,0.212,1
412175,"Reserva do Iguaçu","2016-10-31",0.7276,0.752,0.1882,0.152,1
412180,"Ribeirão Claro","2016-10-31",0.5458,0.584,0.1856,0,1
412190,"Ribeirão do Pinhal","2016-10-31",0.5529,0.548,0.1273,0.168,1
412200,"Rio Azul","2016-10-31",0.6754,0.648,0.1533,0.34,0.992
412210,"Rio Bom","2016-10-31",0.6332,0.644,0.1466,0.22,0.988
412215,"Rio Bonito do Iguaçu","2016-10-31",0.6612,0.64,0.1782,0,1
412217,"Rio Branco do Ivaí","2016-10-31",0.579,0.564,0.1494,0.24,1
412220,"Rio Branco do Sul","2016-10-31",0.8538,0.884,0.0896,0.372,0.988
412230,"Rio Negro","2016-10-31",0.6702,0.656,0.1437,0.304,1
412240,"Rolândia","2016-10-31",0.3313,0.324,0.1124,0.104,0.7
412250,"Roncador","2016-10-31",0.5656,0.566,0.18,0.104,1
412260,"Rondon","2016-10-31",0.4787,0.488,0.0923,0.096,0.868
412265,"Rosário do Ivaí","2016-10-31",0.6835,0.68,0.1513,0.24,1
412270,"Sabáudia","2016-10-31",0.4219,0.38,0.1748,0.14,0.868
412280,"Salgado Filho","2016-10-31",0.7994,0.8,0.0643,0.564,0.98
412290,"Salto do Itararé","2016-10-31",0.5408,0.556,0.0949,0.068,0.768
412300,"Salto do Lontra","2016-10-31",0.6568,0.652,0.1127,0.288,0.988
412310,"Santa Amélia","2016-10-31",0.5013,0.502,0.1157,0.168,0.884
412320,"Santa Cecília do Pavão","2016-10-31",0.4025,0.378,0.1486,0.132,0.884
412330,"Santa Cruz de Monte Castelo","2016-10-31",0.4981,0.488,0.1296,0.092,0.956
412340,"Santa Fé","2016-10-31",0.4304,0.446,0.129,0.092,0.944
412350,"Santa Helena","2016-10-31",0.5042,0.532,0.2601,0,1
412360,"Santa Inês","2016-10-31",0.4511,0.468,0.0932,0,0.752
412370,"Santa Isabel do Ivaí","2016-10-31",0.519,0.496,0.1039,0.144,0.932
412380,"Santa Izabel do Oeste","2016-10-31",0.5706,0.572,0.1267,0.24,0.964
412382,"Santa Lúcia","2016-10-31",0.5928,0.598,0.0883,0.384,0.792
412385,"Santa Maria do Oeste","2016-10-31",0.6325,0.624,0.1534,0.168,1
412390,"Santa Mariana","2016-10-31",0.3163,0.284,0.148,0.036,0.932
412395,"Santa Mônica","2016-10-31",0.5022,0.484,0.1151,0.168,0.932
412400,"Santana do Itararé","2016-10-31",0.4904,0.492,0.1036,0.236,0.86
412402,"Santa Tereza do Oeste","2016-10-31",0.5431,0.5,0.1947,0.168,1
412405,"Santa Terezinha de Itaipu","2016-10-31",0.4627,0.456,0.1494,0,0.972
412410,"Santo Antônio da Platina","2016-10-31",0.5553,0.568,0.108,0.204,0.908
412420,"Santo Antônio do Caiuá","2016-10-31",0.4688,0.472,0.1463,0,0.964
412430,"Santo Antônio do Paraíso","2016-10-31",0.4438,0.418,0.1751,0.132,0.972
412440,"Santo Antônio do Sudoeste","2016-10-31",0.6425,0.648,0.1647,0.188,0.988
412450,"Santo Inácio","2016-10-31",0.4136,0.436,0.1094,0,0.796
412460,"São Carlos do Ivaí","2016-10-31",0.4719,0.48,0.139,0.148,0.94
412470,"São Jerônimo da Serra","2016-10-31",0.6441,0.662,0.2119,0.152,1
412480,"São João","2016-10-31",0.5936,0.588,0.1235,0.032,1
412490,"São João do Caiuá","2016-10-31",0.472,0.472,0.0934,0.104,0.904
412500,"São João do Ivaí","2016-10-31",0.4833,0.464,0.1299,0.204,0.964
412510,"São João do Triunfo","2016-10-31",0.6392,0.616,0.1531,0.24,0.984
412520,"São Jorge d'Oeste","2016-10-31",0.6512,0.648,0.1249,0,1
412530,"São Jorge do Ivaí","2016-10-31",0.3352,0.306,0.1282,0.116,0.988
412535,"São Jorge do Patrocínio","2016-10-31",0.4988,0.512,0.1121,0.04,0.88
412540,"São José da Boa Vista","2016-10-31",0.5167,0.5,0.1227,0.18,0.976
412545,"São José das Palmeiras","2016-10-31",0.7018,0.708,0.1133,0.388,0.992
412550,"São José dos Pinhais","2016-10-31",0.741,0.808,0.1819,0.136,0.972
412555,"São Manoel do Paraná","2016-10-31",0.4893,0.488,0.1352,0.172,0.984
412560,"São Mateus do Sul","2016-10-31",0.6307,0.612,0.1482,0.24,0.984
412570,"São Miguel do Iguaçu","2016-10-31",0.5567,0.5,0.2232,0,1
412575,"São Pedro do Iguaçu","2016-10-31",0.5617,0.554,0.1518,0.176,0.992
412580,"São Pedro do Ivaí","2016-10-31",0.5294,0.528,0.1329,0.18,0.992
412590,"São Pedro do Paraná","2016-10-31",0.5265,0.512,0.1009,0,0.972
412600,"São Sebastião da Amoreira","2016-10-31",0.4042,0.38,0.1578,0.112,0.948
412610,"São Tomé","2016-10-31",0.4691,0.456,0.1369,0.18,0.992
412620,"Sapopema","2016-10-31",0.7278,0.724,0.1369,0.272,1
412625,"Sarandi","2016-10-31",0.3457,0.336,0.0992,0.128,0.748
412627,"Saudade do Iguaçu","2016-10-31",0.6416,0.656,0.1325,0,0.936
412630,"Sengés","2016-10-31",0.7178,0.764,0.1969,0.172,1
412635,"Serranópolis do Iguaçu","2016-10-31",0.7258,0.802,0.254,0.232,1
412640,"Sertaneja","2016-10-31",0.2056,0.18,0.1243,0,0.756
412650,"Sertanópolis","2016-10-31",0.3237,0.3,0.1468,0.004,0.808
412660,"Siqueira Campos","2016-10-31",0.5554,0.564,0.0765,0.164,0.808
412665,"Sulina","2016-10-31",0.6494,0.636,0.1099,0.008,0.984
412667,"Tamarana","2016-10-31",0.6218,0.614,0.2157,0.176,1
412670,"Tamboara","2016-10-31",0.5211,0.512,0.0664,0.34,0.796
412680,"Tapejara","2016-10-31",0.4694,0.476,0.0995,0.096,0.876
412690,"Tapira","2016-10-31",0.5153,0.504,0.0917,0.14,0.916
412700,"Teixeira Soares","2016-10-31",0.6187,0.6,0.1589,0.196,1
412710,"Telêmaco Borba","2016-10-31",0.7953,0.884,0.1864,0.144,1
412720,"Terra Boa","2016-10-31",0.4612,0.44,0.1749,0.128,0.992
412730,"Terra Rica","2016-10-31",0.452,0.476,0.1517,0,0.928
412740,"Terra Roxa","2016-10-31",0.4708,0.452,0.1309,0.152,1
412750,"Tibagi","2016-10-31",0.6312,0.608,0.1837,0.092,1
412760,"Tijucas do Sul","2016-10-31",0.7808,0.816,0.1368,0.348,0.996
412770,"Toledo","2016-10-31",0.5307,0.516,0.1258,0.188,0.992
412780,"Tomazina","2016-10-31",0.5772,0.576,0.092,0.196,0.952
412785,"Três Barras do Paraná","2016-10-31",0.6528,0.644,0.1459,0,1
412788,"Tunas do Paraná","2016-10-31",0.8987,0.904,0.0446,0.628,0.996
412790,"Tuneiras do Oeste","2016-10-31",0.4947,0.476,0.1462,0.172,1
412795,"Tupãssi","2016-10-31",0.4464,0.44,0.0884,0.248,0.94
412796,"Turvo","2016-10-31",0.6743,0.664,0.1792,0.168,1
412800,"Ubiratã","2016-10-31",0.5028,0.484,0.1207,0.18,0.932
412810,"Umuarama","2016-10-31",0.4905,0.492,0.0879,0.084,0.98
412820,"União da Vitória","2016-10-31",0.797,0.836,0.1368,0.216,0.984
412830,"Uniflor","2016-10-31",0.456,0.47,0.1117,0.172,0.704
412840,"Uraí","2016-10-31",0.4383,0.448,0.1319,0.148,0.808
412850,"Wenceslau Braz","2016-10-31",0.5079,0.5,0.1141,0.18,0.924
412853,"Ventania","2016-10-31",0.7034,0.672,0.1906,0.204,1
412855,"Vera Cruz do Oeste","2016-10-31",0.5466,0.516,0.1738,0.164,0.996
412860,"Verê","2016-10-31",0.6044,0.596,0.1026,0.332,0.992
412862,"Alto Paraíso","2016-10-31",0.5118,0.508,0.118,0,0.908
412863,"Doutor Ulysses","2016-10-31",0.8377,0.876,0.1069,0.384,1
412865,"Virmond","2016-10-31",0.6556,0.636,0.122,0.372,1
412870,"Vitorino","2016-10-31",0.5484,0.536,0.1115,0.24,0.94
412880,"Xambrê","2016-10-31",0.4934,0.498,0.0709,0.16,0.896
420005,"Abdon Batista","2016-10-31",0.7656,0.772,0.1327,0.228,1
420010,"Abelardo Luz","2016-10-31",0.6227,0.616,0.1496,0.18,1
420020,"Agrolândia","2016-10-31",0.7527,0.78,0.1194,0.396,0.956
420030,"Agronômica","2016-10-31",0.6843,0.692,0.1006,0.408,0.928
420040,"Água Doce","2016-10-31",0.7238,0.74,0.1624,0.232,1
420050,"Águas de Chapecó","2016-10-31",0.7979,0.816,0.0904,0.292,0.972
420055,"Águas Frias","2016-10-31",0.7826,0.784,0.0624,0.54,0.904
420060,"Águas Mornas","2016-10-31",0.8932,0.916,0.0702,0.508,1
420070,"Alfredo Wagner","2016-10-31",0.7947,0.808,0.1,0.368,1
420075,"Alto Bela Vista","2016-10-31",0.7859,0.812,0.1239,0.344,1
420080,"Anchieta","2016-10-31",0.7513,0.756,0.0659,0.468,0.944
420090,"Angelina","2016-10-31",0.8366,0.848,0.0762,0.556,0.976
420100,"Anita Garibaldi","2016-10-31",0.7842,0.8,0.1302,0.228,1
420110,"Anitápolis","2016-10-31",0.8908,0.912,0.084,0.532,1
420120,"Antônio Carlos","2016-10-31",0.8453,0.892,0.1099,0.456,0.964
420125,"Apiúna","2016-10-31",0.8656,0.88,0.0651,0.48,0.996
420127,"Arabutã","2016-10-31",0.8758,0.888,0.055,0.628,0.996
420130,"Araquari","2016-10-31",0.7344,0.776,0.1723,0,0.952
420140,"Araranguá","2016-10-31",0.511,0.5,0.138,0.172,0.92
420150,"Armazém","2016-10-31",0.7895,0.796,0.1178,0.452,0.976
420160,"Arroio Trinta","2016-10-31",0.8234,0.832,0.1176,0.496,1
420165,"Arvoredo","2016-10-31",0.8532,0.852,0.0769,0.616,0.992
420170,"Ascurra","2016-10-31",0.8348,0.876,0.1159,0.472,0.98
420180,"Atalanta","2016-10-31",0.6914,0.68,0.1044,0.476,0.952
420190,"Aurora","2016-10-31",0.7249,0.744,0.0912,0.488,0.936
420195,"Balneário Arroio do Silva","2016-10-31",0.5246,0.508,0.144,0.176,0.912
420200,"Balneário Camboriú","2016-10-31",0.6166,0.61,0.2247,0,0.956
420205,"Balneário Barra do Sul","2016-10-31",0.7844,0.904,0.1893,0.076,0.964
420207,"Balneário Gaivota","2016-10-31",0.5345,0.568,0.1889,0,0.916
420208,"Bandeirante","2016-10-31",0.8437,0.844,0.084,0.604,0.996
420209,"Barra Bonita","2016-10-31",0.8059,0.804,0.0603,0.668,0.984
420210,"Barra Velha","2016-10-31",0.7761,0.794,0.1167,0.376,0.952
420213,"Bela Vista do Toldo","2016-10-31",0.7602,0.808,0.1573,0.328,1
420215,"Belmonte","2016-10-31",0.8424,0.85,0.0726,0.592,0.984
420220,"Benedito Novo","2016-10-31",0.858,0.876,0.0726,0.46,0.984
420230,"Biguaçu","2016-10-31",0.8022,0.884,0.146,0.3,0.96
420240,"Blumenau","2016-10-31",0.8326,0.888,0.1261,0.32,0.988
420243,"Bocaina do Sul","2016-10-31",0.7453,0.748,0.1126,0.292,0.976
420245,"Bombinhas","2016-10-31",0.5398,0.598,0.3282,0,0.944
420250,"Bom Jardim da Serra","2016-10-31",0.6583,0.616,0.1584,0.336,1
420253,"Bom Jesus","2016-10-31",0.6112,0.608,0.1156,0.336,0.884
420257,"Bom Jesus do Oeste","2016-10-31",0.6954,0.696,0.0777,0.504,0.876
420260,"Bom Retiro","2016-10-31",0.7721,0.796,0.1129,0.292,1
420270,"Botuverá","2016-10-31",0.8787,0.896,0.0555,0.608,0.98
420280,"Braço do Norte","2016-10-31",0.7465,0.756,0.1231,0.252,0.992
420285,"Braço do Trombudo","2016-10-31",0.6777,0.676,0.1074,0.456,0.896
420287,"Brunópolis","2016-10-31",0.6929,0.672,0.1196,0.404,0.976
420290,"Brusque","2016-10-31",0.825,0.904,0.1423,0.252,0.972
420300,"Caçador","2016-10-31",0.8003,0.824,0.1183,0.356,1
420310,"Caibi","2016-10-31",0.8391,0.848,0.0735,0.34,1
420315,"Calmon","2016-10-31",0.7902,0.82,0.1168,0.36,1
420320,"Camboriú","2016-10-31",0.7962,0.884,0.1727,0.148,0.976
420325,"Capão Alto","2016-10-31",0.688,0.664,0.1453,0.236,1
420330,"Campo Alegre","2016-10-31",0.7635,0.794,0.1363,0.108,0.996
420340,"Campo Belo do Sul","2016-10-31",0.7314,0.732,0.1258,0.356,1
420350,"Campo Erê","2016-10-31",0.641,0.664,0.1424,0.244,1
420360,"Campos Novos","2016-10-31",0.7158,0.72,0.1511,0.192,1
420370,"Canelinha","2016-10-31",0.8284,0.9,0.1314,0.364,0.964
420380,"Canoinhas","2016-10-31",0.6822,0.664,0.1654,0.256,1
420390,"Capinzal","2016-10-31",0.7417,0.754,0.1362,0.316,1
420395,"Capivari de Baixo","2016-10-31",0.5444,0.572,0.1604,0.14,0.936
420400,"Catanduvas","2016-10-31",0.8289,0.852,0.1133,0.34,1
420410,"Caxambu do Sul","2016-10-31",0.7381,0.78,0.1466,0.28,0.964
420415,"Celso Ramos","2016-10-31",0.7971,0.81,0.1337,0.404,1
420417,"Cerro Negro","2016-10-31",0.7565,0.768,0.1423,0.284,1
420419,"Chapadão do Lageado","2016-10-31",0.7369,0.74,0.117,0.456,0.976
420420,"Chapecó","2016-10-31",0.778,0.816,0.145,0.156,1
420425,"Cocal do Sul","2016-10-31",0.7119,0.686,0.1372,0.344,0.98
420430,"Concórdia","2016-10-31",0.8208,0.856,0.1349,0.144,1
420435,"Cordilheira Alta","2016-10-31",0.8364,0.86,0.1015,0.48,0.976
420440,"Coronel Freitas","2016-10-31",0.8194,0.828,0.0743,0.54,0.976
420445,"Coronel Martins","2016-10-31",0.6878,0.668,0.1035,0.496,0.98
420450,"Corupá","2016-10-31",0.8555,0.88,0.0792,0.452,0.972
420455,"Correia Pinto","2016-10-31",0.7431,0.768,0.1204,0.36,0.952
420460,"Criciúma","2016-10-31",0.582,0.588,0.1317,0.16,0.972
420470,"Cunha Porã","2016-10-31",0.7784,0.792,0.0797,0.48,0.972
420475,"Cunhataí","2016-10-31",0.8262,0.828,0.049,0.644,0.968
420480,"Curitibanos","2016-10-31",0.7272,0.728,0.1168,0.264,1
420490,"Descanso","2016-10-31",0.8074,0.82,0.0699,0.528,0.996
420500,"Dionísio Cerqueira","2016-10-31",0.7126,0.716,0.1321,0.264,1
420510,"Dona Emma","2016-10-31",0.7747,0.792,0.0912,0.488,0.948
420515,"Doutor Pedrinho","2016-10-31",0.8293,0.856,0.0981,0.392,0.98
420517,"Entre Rios","2016-10-31",0.7855,0.774,0.1062,0.536,1
420519,"Ermo","2016-10-31",0.5077,0.496,0.1279,0.26,0.792
420520,"Erval Velho","2016-10-31",0.767,0.772,0.1095,0.468,1
420530,"Faxinal dos Guedes","2016-10-31",0.6835,0.664,0.1829,0.26,1
420535,"Flor do Sertão","2016-10-31",0.797,0.804,0.0616,0.596,0.936
420540,"Florianópolis","2016-10-31",0.6093,0.642,0.2751,0,0.984
420543,"Formosa do Sul","2016-10-31",0.7806,0.786,0.0767,0.576,0.96
420545,"Forquilhinha","2016-10-31",0.6171,0.62,0.0958,0.348,0.928
420550,"Fraiburgo","2016-10-31",0.7303,0.728,0.1259,0.284,1
420555,"Frei Rogério","2016-10-31",0.6904,0.684,0.0941,0.468,0.94
420560,"Galvão","2016-10-31",0.6357,0.63,0.0811,0.464,0.928
420570,"Garopaba","2016-10-31",0.7188,0.716,0.1946,0.152,1
420580,"Garuva","2016-10-31",0.8272,0.868,0.1146,0.108,0.972
420590,"Gaspar","2016-10-31",0.8103,0.872,0.1396,0.32,0.972
420600,"Governador Celso Ramos","2016-10-31",0.7317,0.72,0.1655,0.268,0.948
420610,"Grão Pará","2016-10-31",0.8525,0.852,0.0915,0.468,1
420620,"Gravatal","2016-10-31",0.7284,0.704,0.14,0.48,0.992
420630,"Guabiruba","2016-10-31",0.8463,0.896,0.1098,0.376,0.956
420640,"Guaraciaba","2016-10-31",0.7499,0.756,0.0921,0.404,1
420650,"Guaramirim","2016-10-31",0.7773,0.796,0.1095,0.376,0.98
420660,"Guarujá do Sul","2016-10-31",0.6905,0.694,0.1042,0.46,0.92
420665,"Guatambú","2016-10-31",0.7916,0.824,0.1213,0.384,1
420670,"Herval d'Oeste","2016-10-31",0.8245,0.844,0.1134,0.456,1
420675,"Ibiam","2016-10-31",0.7964,0.818,0.1348,0.284,1
420680,"Ibicaré","2016-10-31",0.8307,0.85,0.1103,0.528,1
420690,"Ibirama","2016-10-31",0.8236,0.84,0.0878,0.484,0.98
420700,"Içara","2016-10-31",0.5306,0.54,0.1208,0.204,0.86
420710,"Ilhota","2016-10-31",0.772,0.792,0.1433,0.328,0.972
420720,"Imaruí","2016-10-31",0.7252,0.842,0.2647,0,1
420730,"Imbituba","2016-10-31",0.4436,0.44,0.2562,0,1
420740,"Imbuia","2016-10-31",0.6666,0.648,0.1215,0.312,0.936
420750,"Indaial","2016-10-31",0.8346,0.88,0.1162,0.348,0.988
420757,"Iomerê","2016-10-31",0.7677,0.758,0.1059,0.464,1
420760,"Ipira","2016-10-31",0.8422,0.852,0.0662,0.624,1
420765,"Iporã do Oeste","2016-10-31",0.8575,0.86,0.0601,0.488,0.968
420768,"Ipuaçu","2016-10-31",0.6179,0.608,0.1491,0.136,0.988
420770,"Ipumirim","2016-10-31",0.8833,0.892,0.0692,0.476,1
420775,"Iraceminha","2016-10-31",0.8044,0.804,0.0622,0.596,0.976
420780,"Irani","2016-10-31",0.8356,0.876,0.1279,0.36,1
420785,"Irati","2016-10-31",0.7082,0.692,0.082,0.56,0.924
420790,"Irineópolis","2016-10-31",0.7025,0.7,0.1639,0.252,1
420800,"Itá","2016-10-31",0.7564,0.82,0.1833,0.116,0.996
420810,"Itaiópolis","2016-10-31",0.7397,0.768,0.147,0.288,1
420820,"Itajaí","2016-10-31",0.6929,0.708,0.2034,0.016,0.976
420830,"Itapema","2016-10-31",0.8053,0.904,0.1712,0.244,0.94
420840,"Itapiranga","2016-10-31",0.8439,0.856,0.0965,0.268,0.996
420845,"Itapoá","2016-10-31",0.8811,0.908,0.0811,0.296,0.976
420850,"Ituporanga","2016-10-31",0.6733,0.672,0.1052,0.344,0.936
420860,"Jaborá","2016-10-31",0.8279,0.844,0.1035,0.432,1
420870,"Jacinto Machado","2016-10-31",0.6979,0.7,0.1933,0.268,1
420880,"Jaguaruna","2016-10-31",0.4986,0.512,0.1586,0,0.964
420890,"Jaraguá do Sul","2016-10-31",0.8415,0.884,0.1114,0.304,0.996
420895,"Jardinópolis","2016-10-31",0.7711,0.786,0.0825,0.56,0.972
420900,"Joaçaba","2016-10-31",0.7946,0.8,0.1096,0.34,1
420910,"Joinville","2016-10-31",0.7874,0.848,0.156,0,0.996
420915,"José Boiteux","2016-10-31",0.8553,0.864,0.0705,0.532,1
420917,"Jupiá","2016-10-31",0.6679,0.658,0.0859,0.508,0.952
420920,"Lacerdópolis","2016-10-31",0.7977,0.8,0.0833,0.548,0.996
420930,"Lages","2016-10-31",0.6566,0.628,0.1237,0.212,0.988
420940,"Laguna","2016-10-31",0.4086,0.484,0.2557,0,0.964
420945,"Lajeado Grande","2016-10-31",0.6492,0.656,0.142,0.276,0.96
420950,"Laurentino","2016-10-31",0.6891,0.71,0.1016,0.424,0.864
420960,"Lauro Muller","2016-10-31",0.7857,0.8,0.1461,0.44,1
420970,"Lebon Régis","2016-10-31",0.7761,0.808,0.1236,0.376,1
420980,"Leoberto Leal","2016-10-31",0.7989,0.816,0.0933,0.368,0.968
420985,"Lindóia do Sul","2016-10-31",0.8807,0.888,0.0626,0.644,1
420990,"Lontras","2016-10-31",0.7753,0.814,0.1119,0.356,0.94
421000,"Luiz Alves","2016-10-31",0.8722,0.9,0.0766,0.476,0.972
421003,"Luzerna","2016-10-31",0.8174,0.828,0.0987,0.488,0.996
421005,"Macieira","2016-10-31",0.864,0.904,0.1148,0.36,1
421010,"Mafra","2016-10-31",0.6662,0.66,0.1469,0.276,1
421020,"Major Gercino","2016-10-31",0.8741,0.896,0.068,0.58,0.976
421030,"Major Vieira","2016-10-31",0.7185,0.736,0.1633,0.3,1
421040,"Maracajá","2016-10-31",0.5563,0.586,0.1576,0.172,0.896
421050,"Maravilha","2016-10-31",0.7278,0.736,0.095,0.432,0.936
421055,"Marema","2016-10-31",0.7933,0.804,0.0939,0.532,1
421060,"Massaranduba","2016-10-31",0.8592,0.892,0.0803,0.48,0.996
421070,"Matos Costa","2016-10-31",0.8201,0.844,0.1009,0.412,1
421080,"Meleiro","2016-10-31",0.6307,0.632,0.1457,0.236,0.968
421085,"Mirim Doce","2016-10-31",0.7677,0.812,0.1284,0.272,0.976
421090,"Modelo","2016-10-31",0.7564,0.78,0.084,0.532,0.968
421100,"Mondaí","2016-10-31",0.8299,0.856,0.1011,0.376,1
421105,"Monte Carlo","2016-10-31",0.7189,0.704,0.1257,0.408,1
421110,"Monte Castelo","2016-10-31",0.7763,0.82,0.143,0.3,1
421120,"Morro da Fumaça","2016-10-31",0.5809,0.582,0.1207,0.28,0.98
421125,"Morro Grande","2016-10-31",0.7877,0.862,0.184,0.332,1
421130,"Navegantes","2016-10-31",0.6417,0.668,0.2041,0.016,0.944
421140,"Nova Erechim","2016-10-31",0.8291,0.834,0.0613,0.584,0.976
421145,"Nova Itaberaba","2016-10-31",0.8676,0.868,0.0621,0.584,0.996
421150,"Nova Trento","2016-10-31",0.8848,0.908,0.0664,0.504,0.98
421160,"Nova Veneza","2016-10-31",0.7411,0.728,0.1646,0.388,1
421165,"Novo Horizonte","2016-10-31",0.7136,0.7,0.1072,0.48,0.996
421170,"Orleans","2016-10-31",0.8122,0.82,0.1242,0.36,1
421175,"Otacílio Costa","2016-10-31",0.7314,0.75,0.1236,0.292,0.976
421180,"Ouro","2016-10-31",0.8063,0.816,0.0844,0.528,0.988
421185,"Ouro Verde","2016-10-31",0.5802,0.56,0.1375,0.288,0.96
421187,"Paial","2016-10-31",0.8465,0.868,0.0864,0.576,1
421189,"Painel","2016-10-31",0.6352,0.608,0.0974,0.464,0.976
421190,"Palhoça","2016-10-31",0.763,0.872,0.201,0.156,1
421200,"Palma Sola","2016-10-31",0.6804,0.7,0.1605,0.244,1
421205,"Palmeira","2016-10-31",0.7607,0.784,0.1057,0.428,0.952
421210,"Palmitos","2016-10-31",0.8158,0.832,0.0869,0.276,1
421220,"Papanduva","2016-10-31",0.7276,0.752,0.156,0.284,0.984
421223,"Paraíso","2016-10-31",0.7959,0.792,0.0992,0.472,1
421225,"Passo de Torres","2016-10-31",0.5099,0.532,0.1688,0,0.892
421227,"Passos Maia","2016-10-31",0.7327,0.736,0.1584,0.236,1
421230,"Paulo Lopes","2016-10-31",0.8459,0.916,0.1505,0.152,1
421240,"Pedras Grandes","2016-10-31",0.7633,0.768,0.1192,0.452,0.992
421250,"Penha","2016-10-31",0.656,0.66,0.1934,0,0.944
421260,"Peritiba","2016-10-31",0.8572,0.868,0.0612,0.644,1
421270,"Petrolândia","2016-10-31",0.7346,0.748,0.1207,0.444,0.96
421280,"Balneário Piçarras","2016-10-31",0.7334,0.74,0.1181,0.372,0.944
421290,"Pinhalzinho","2016-10-31",0.779,0.796,0.0884,0.404,0.968
421300,"Pinheiro Preto","2016-10-31",0.7441,0.752,0.1192,0.4,1
421310,"Piratuba","2016-10-31",0.7628,0.784,0.1382,0.2,0.996
421315,"Planalto Alegre","2016-10-31",0.8655,0.864,0.0568,0.636,0.98
421320,"Pomerode","2016-10-31",0.8645,0.888,0.0776,0.524,0.988
421330,"Ponte Alta","2016-10-31",0.7686,0.79,0.112,0.376,0.968
421335,"Ponte Alta do Norte","2016-10-31",0.7568,0.772,0.1131,0.38,1
421340,"Ponte Serrada","2016-10-31",0.7901,0.828,0.145,0.236,1
421350,"Porto Belo","2016-10-31",0.7053,0.744,0.2314,0,0.956
421360,"Porto União","2016-10-31",0.7881,0.844,0.1504,0.224,1
421370,"Pouso Redondo","2016-10-31",0.6969,0.692,0.1246,0.336,0.972
421380,"Praia Grande","2016-10-31",0.6793,0.69,0.2102,0.18,1
421390,"Presidente Castello Branco","2016-10-31",0.8747,0.88,0.0664,0.648,1
421400,"Presidente Getúlio","2016-10-31",0.768,0.796,0.1018,0.46,0.976
421410,"Presidente Nereu","2016-10-31",0.8419,0.852,0.0705,0.516,0.996
421415,"Princesa","2016-10-31",0.6889,0.692,0.0724,0.472,0.856
421420,"Quilombo","2016-10-31",0.7829,0.788,0.0722,0.54,1
421430,"Rancho Queimado","2016-10-31",0.8091,0.824,0.0872,0.448,0.996
421440,"Rio das Antas","2016-10-31",0.7792,0.78,0.1116,0.46,1
421450,"Rio do Campo","2016-10-31",0.7876,0.824,0.1218,0.372,1
421460,"Rio do Oeste","2016-10-31",0.6908,0.688,0.1015,0.336,0.912
421470,"Rio dos Cedros","2016-10-31",0.8505,0.872,0.0834,0.46,1
421480,"Rio do Sul","2016-10-31",0.7442,0.788,0.1312,0.248,0.94
421490,"Rio Fortuna","2016-10-31",0.8459,0.86,0.1014,0.468,1
421500,"Rio Negrinho","2016-10-31",0.7347,0.76,0.1399,0.336,1
421505,"Rio Rufino","2016-10-31",0.7457,0.76,0.1008,0.448,0.96
421507,"Riqueza","2016-10-31",0.8473,0.852,0.0696,0.608,1
421510,"Rodeio","2016-10-31",0.842,0.88,0.1046,0.472,0.984
421520,"Romelândia","2016-10-31",0.7722,0.768,0.0551,0.584,0.964
421530,"Salete","2016-10-31",0.7633,0.784,0.1073,0.432,0.972
421535,"Saltinho","2016-10-31",0.735,0.728,0.0727,0.5,0.928
421540,"Salto Veloso","2016-10-31",0.8376,0.848,0.1033,0.532,1
421545,"Sangão","2016-10-31",0.5309,0.538,0.1062,0.236,0.876
421550,"Santa Cecília","2016-10-31",0.7919,0.816,0.1106,0.324,0.988
421555,"Santa Helena","2016-10-31",0.8578,0.858,0.0603,0.696,0.984
421560,"Santa Rosa de Lima","2016-10-31",0.8923,0.92,0.0816,0.532,1
421565,"Santa Rosa do Sul","2016-10-31",0.6259,0.632,0.2088,0,0.992
421567,"Santa Terezinha","2016-10-31",0.8063,0.836,0.1065,0.428,1
421568,"Santa Terezinha do Progresso","2016-10-31",0.7669,0.764,0.0517,0.608,0.88
421569,"Santiago do Sul","2016-10-31",0.7423,0.746,0.0689,0.576,0.98
421570,"Santo Amaro da Imperatriz","2016-10-31",0.8573,0.912,0.1299,0.244,0.996
421575,"São Bernardino","2016-10-31",0.6914,0.692,0.0931,0.32,0.924
421580,"São Bento do Sul","2016-10-31",0.7777,0.808,0.1281,0.364,0.968
421590,"São Bonifácio","2016-10-31",0.8945,0.916,0.0778,0.508,1
421600,"São Carlos","2016-10-31",0.8088,0.82,0.0689,0.388,0.924
